Tweet,Sentiment
| På kursintro för termin6, sällan en är med om ngt så tråkigt. Tänker tillbaka på hur pepp en var kursintro termin1, var tog glöden vägen?|,0
Månadens andra snok <URL>,0
haha tänk alla som började följa mig när jag tweetade om relevanta saker - vad besvikna ni ska vara när jag bara fylletweetar nu mera!,0
@zetterberg_kent @LenaCatlady @HattenHelander @djurforsakring @ifsverige Det är dom nu:-)                                                                                                                                                                                                                                                                                                                                                                                                                           ,0
<ID>  <ID> aha Hängde där rätt ofta förr i tin Och han på Hertsön Vi hade massa gemensamma vänner osv,0
Banne oss det finaste vi hört sen vi konfirmerades! <URL>,1
Henrik von Eckermann leder. H&M All In gör säsongsdebut. Både Peder Fredricson och Douglas Lindelöw är med bland... <URL>,0
Bred organisation ger ringar på vattnet  <HASCHTAG>  <URL>,0
Ångest-dag. Nu korkar jag upp vinet och kollar F1. Simma lugnt!,-1
<ID> vafan nu blev jag irriterad,-1
Det går ju rätt bra för min lillebror <ID> kan man säga. Ny publisher på Metro. <URL>,1
Det är Aftonbladet som gör dessa undersökningar! OBS ledande frågor <URL>,0
<ID> Och den ser så god ut att vi bör ha den på nästa sammanträde,1
<ID> det har något med sjukhus att göra,0
<ID>  <ID> nejså är det Och det fattar tom en idiot,-1
| *Nästan* så, typ... <HASCHTAG> <URL>|,0
<ID> Brukar fråga om jag ska ta dem i bokstavsordning eller fallande storleksordning.… <URL>,0
<ID> -> korkad för att förstå era superklara svar. Bra. Inget som är pers… <URL>,-1
<ID> Känns inte bra verkar som vi misslyckades med första valet,-1
| God jul till Maffian av Rimlighet här och på övriga sociala medier. Ingen nämnd, ingen glömd. Fortsätt så.|,0
<HASCHTAG>  Malmö Centralstation  <URL>,0
...och det drog iväg till 0-3 :-) ja det är bortafajt,0
Familjefejd <HASCHTAG> De började prata om för höga skatter. Jag droppar socialist hammer of truth:,0
| <ID> I min klass har vi en dam som är typ 60, hon började med att säga att hon inte känner sig så… <URL>|,0
Vilka jävla horungar som spelar i Valencia och Lyon. Dra åt helvete vilka meningslösa idioter,-1
Wings of Lebanon drar igång tre direktlinjer till Sverige   <URL>,0
<ID> Himla vanligt det där med mäns smeknamn att de kommer från skrevet. Antingen rykten om eller annat.… <URL>,0
Ändå fungerar det mycket bra mellan  <ID> o  <ID> styra i Vellinge enligt valberednings ordf  <URL>,1
|@ProSkandias ägarmöte: Vi använder AI för att förutse sjukdomar, väder och finansiell utveckling, säger Jonas Persson @SkandiaSE @Microsoft @snackekw
https://t.co/4EYMiHMq7x #AI #DeepLearning  #Pension #Digitalisering https://t.co/mqIS56gTip                                                                                                                                                                                                                                                                   |,0
| På torsdag gör den här gentlemannen entré i tipsfilmen, <ID> .Det blir kul!⚽️ <URL>|,1
För kännedomJag har precis bytt tåg Tåg 1 blev sent När jag kliver på tåg 2 visar det sig att mansplaingubben från i måndags är med,-1
Veckans Harvey bjuder på snack om den pågående filmfestival. Vad har varit bra? Vad har varit mindre bra? Vilka... <URL>,0
Det enda språk  <ID> förstår är opinionssiffror Gå till  <ID>  <ID>  <ID>  <ID>  <HASCHTAG>,-1
